Altitude,Temperature,Pressure,Density,Speed_of_sound
13777.5,216.65,14605.352817,0.23485,295.06956
13785,216.65,14588.089815,0.234573,295.06956
13792.5,216.65,14570.847218,0.234296,295.06956
13800,216.65,14553.625,0.234019,295.06956
13807.5,216.65,14536.423139,0.233742,295.06956
13815,216.65,14519.24161,0.233466,295.06956
13822.5,216.65,14502.080389,0.23319,295.06956
13830,216.65,14484.939451,0.232914,295.06956
13837.5,216.65,14467.818774,0.232639,295.06956
13845,216.65,14450.718332,0.232364,295.06956
13852.5,216.65,14433.638103,0.232089,295.06956
13860,216.65,14416.578062,0.231815,295.06956
13867.5,216.65,14399.538185,0.231541,295.06956
13875,216.65,14382.518449,0.231267,295.06956
13882.5,216.65,14365.51883,0.230994,295.06956
13890,216.65,14348.539303,0.230721,295.06956
13897.5,216.65,14331.579846,0.230448,295.06956
13905,216.65,14314.640434,0.230176,295.06956
13912.5,216.65,14297.721044,0.229904,295.06956
13920,216.65,14280.821652,0.229632,295.06956
13927.5,216.65,14263.942234,0.229361,295.06956
13935,216.65,14247.082768,0.22909,295.06956
13942.5,216.65,14230.243228,0.228819,295.06956
13950,216.65,14213.423593,0.228548,295.06956
13957.5,216.65,14196.623837,0.228278,295.06956
13965,216.65,14179.843939,0.228008,295.06956
13972.5,216.65,14163.083873,0.227739,295.06956
13980,216.65,14146.343618,0.22747,295.06956
13987.5,216.65,14129.623148,0.227201,295.06956
13995,216.65,14112.922442,0.226932,295.06956
14002.5,216.65,14096.241475,0.226664,295.06956
14010,216.65,14079.580225,0.226396,295.06956
14017.5,216.65,14062.938668,0.226129,295.06956
14025,216.65,14046.31678,0.225861,295.06956
14032.5,216.65,14029.714539,0.225594,295.06956
14040,216.65,14013.131921,0.225328,295.06956
14047.5,216.65,13996.568903,0.225061,295.06956
14055,216.65,13980.025462,0.224795,295.06956
14062.5,216.65,13963.501575,0.22453,295.06956
14070,216.65,13946.997218,0.224264,295.06956
14077.5,216.65,13930.512369,0.223999,295.06956
14085,216.65,13914.047005,0.223734,295.06956
14092.5,216.65,13897.601102,0.22347,295.06956
14100,216.65,13881.174637,0.223206,295.06956
14107.5,216.65,13864.767588,0.222942,295.06956
14115,216.65,13848.379931,0.222679,295.06956
14122.5,216.65,13832.011644,0.222415,295.06956
14130,216.65,13815.662704,0.222152,295.06956
14137.5,216.65,13799.333088,0.22189,295.06956
14145,216.65,13783.022772,0.221628,295.06956
14152.5,216.65,13766.731735,0.221366,295.06956
14160,216.65,13750.459954,0.221104,295.06956
14167.5,216.65,13734.207405,0.220843,295.06956
14175,216.65,13717.974065,0.220582,295.06956
14182.5,216.65,13701.759914,0.220321,295.06956
14190,216.65,13685.564926,0.220061,295.06956
14197.5,216.65,13669.389081,0.2198,295.06956
14205,216.65,13653.232355,0.219541,295.06956
14212.5,216.65,13637.094725,0.219281,295.06956
14220,216.65,13620.97617,0.219022,295.06956
14227.5,216.65,13604.876666,0.218763,295.06956
14235,216.65,13588.796191,0.218505,295.06956
14242.5,216.65,13572.734723,0.218246,295.06956
14250,216.65,13556.692238,0.217988,295.06956
14257.5,216.65,13540.668716,0.217731,295.06956
14265,216.65,13524.664132,0.217473,295.06956
14272.5,216.65,13508.678466,0.217216,295.06956
14280,216.65,13492.711694,0.216959,295.06956
14287.5,216.65,13476.763794,0.216703,295.06956
14295,216.65,13460.834744,0.216447,295.06956
14302.5,216.65,13444.924521,0.216191,295.06956
14310,216.65,13429.033104,0.215936,295.06956
14317.5,216.65,13413.16047,0.21568,295.06956
14325,216.65,13397.306597,0.215425,295.06956
14332.5,216.65,13381.471463,0.215171,295.06956
14340,216.65,13365.655045,0.214916,295.06956
14347.5,216.65,13349.857321,0.214662,295.06956
14355,216.65,13334.07827,0.214409,295.06956
14362.5,216.65,13318.317869,0.214155,295.06956
14370,216.65,13302.576096,0.213902,295.06956
14377.5,216.65,13286.85293,0.213649,295.06956
14385,216.65,13271.148348,0.213397,295.06956
14392.5,216.65,13255.462328,0.213145,295.06956
14400,216.65,13239.794848,0.212893,295.06956
14407.5,216.65,13224.145887,0.212641,295.06956
14415,216.65,13208.515422,0.21239,295.06956
14422.5,216.65,13192.903432,0.212139,295.06956
14430,216.65,13177.309895,0.211888,295.06956
14437.5,216.65,13161.734788,0.211637,295.06956
14445,216.65,13146.178091,0.211387,295.06956
14452.5,216.65,13130.639782,0.211137,295.06956
14460,216.65,13115.119838,0.210888,295.06956
14467.5,216.65,13099.618238,0.210639,295.06956
14475,216.65,13084.13496,0.21039,295.06956
14482.5,216.65,13068.669984,0.210141,295.06956
14490,216.65,13053.223286,0.209893,295.06956
14497.5,216.65,13037.794845,0.209645,295.06956
14505,216.65,13022.384641,0.209397,295.06956
14512.5,216.65,13006.992651,0.209149,295.06956
14520,216.65,12991.618853,0.208902,295.06956
14527.5,216.65,12976.263227,0.208655,295.06956
14535,216.65,12960.925751,0.208409,295.06956
14542.5,216.65,12945.606403,0.208162,295.06956
14550,216.65,12930.305161,0.207916,295.06956
14557.5,216.65,12915.022006,0.20767,295.06956
14565,216.65,12899.756914,0.207425,295.06956
14572.5,216.65,12884.509866,0.20718,295.06956
14580,216.65,12869.280839,0.206935,295.06956
14587.5,216.65,12854.069812,0.20669,295.06956
14595,216.65,12838.876763,0.206446,295.06956
14602.5,216.65,12823.701673,0.206202,295.06956
14610,216.65,12808.544519,0.205958,295.06956
14617.5,216.65,12793.40528,0.205715,295.06956
14625,216.65,12778.283935,0.205472,295.06956
14632.5,216.65,12763.180463,0.205229,295.06956
14640,216.65,12748.094843,0.204986,295.06956
14647.5,216.65,12733.027053,0.204744,295.06956
14655,216.65,12717.977073,0.204502,295.06956
14662.5,216.65,12702.944882,0.20426,295.06956
14670,216.65,12687.930458,0.204019,295.06956
14677.5,216.65,12672.933781,0.203778,295.06956
14685,216.65,12657.954829,0.203537,295.06956
14692.5,216.65,12642.993581,0.203296,295.06956
14700,216.65,12628.050018,0.203056,295.06956
14707.5,216.65,12613.124117,0.202816,295.06956
14715,216.65,12598.215858,0.202576,295.06956
14722.5,216.65,12583.32522,0.202337,295.06956
14730,216.65,12568.452182,0.202098,295.06956
14737.5,216.65,12553.596724,0.201859,295.06956
14745,216.65,12538.758824,0.20162,295.06956
14752.5,216.65,12523.938462,0.201382,295.06956
14760,216.65,12509.135617,0.201144,295.06956
14767.5,216.65,12494.350269,0.200906,295.06956
14775,216.65,12479.582396,0.200669,295.06956
14782.5,216.65,12464.831979,0.200431,295.06956
14790,216.65,12450.098996,0.200195,295.06956
14797.5,216.65,12435.383427,0.199958,295.06956
14805,216.65,12420.685251,0.199722,295.06956
14812.5,216.65,12406.004448,0.199486,295.06956
14820,216.65,12391.340997,0.19925,295.06956
14827.5,216.65,12376.694877,0.199014,295.06956
14835,216.65,12362.066069,0.198779,295.06956
14842.5,216.65,12347.454552,0.198544,295.06956
14850,216.65,12332.860305,0.198309,295.06956
14857.5,216.65,12318.283307,0.198075,295.06956
14865,216.65,12303.72354,0.197841,295.06956
14872.5,216.65,12289.180981,0.197607,295.06956
14880,216.65,12274.655611,0.197373,295.06956
14887.5,216.65,12260.14741,0.19714,295.06956
14895,216.65,12245.656356,0.196907,295.06956
14902.5,216.65,12231.182431,0.196674,295.06956
14910,216.65,12216.725613,0.196442,295.06956
14917.5,216.65,12202.285883,0.19621,295.06956
14925,216.65,12187.86322,0.195978,295.06956
14932.5,216.65,12173.457604,0.195746,295.06956
14940,216.65,12159.069015,0.195515,295.06956
14947.5,216.65,12144.697433,0.195284,295.06956
14955,216.65,12130.342838,0.195053,295.06956
14962.5,216.65,12116.005209,0.194822,295.06956
14970,216.65,12101.684526,0.194592,295.06956
14977.5,216.65,12087.380771,0.194362,295.06956
14985,216.65,12073.093921,0.194132,295.06956
14992.5,216.65,12058.823959,0.193903,295.06956
15000,216.65,12044.570862,0.193674,295.06956
15007.5,216.65,12030.334613,0.193445,295.06956
15015,216.65,12016.11519,0.193216,295.06956
15022.5,216.65,12001.912574,0.192988,295.06956
15030,216.65,11987.726745,0.19276,295.06956
15037.5,216.65,11973.557683,0.192532,295.06956
15045,216.65,11959.405369,0.192304,295.06956
15052.5,216.65,11945.269782,0.192077,295.06956
15060,216.65,11931.150903,0.19185,295.06956
15067.5,216.65,11917.048712,0.191623,295.06956
15075,216.65,11902.963189,0.191397,295.06956
15082.5,216.65,11888.894314,0.19117,295.06956
15090,216.65,11874.842069,0.190945,295.06956
15097.5,216.65,11860.806433,0.190719,295.06956
15105,216.65,11846.787386,0.190493,295.06956
15112.5,216.65,11832.78491,0.190268,295.06956
15120,216.65,11818.798984,0.190043,295.06956
15127.5,216.65,11804.829588,0.189819,295.06956
15135,216.65,11790.876704,0.189594,295.06956
15142.5,216.65,11776.940312,0.18937,295.06956
15150,216.65,11763.020392,0.189146,295.06956
15157.5,216.65,11749.116925,0.188923,295.06956
15165,216.65,11735.229892,0.1887,295.06956
15172.5,216.65,11721.359272,0.188477,295.06956
15180,216.65,11707.505047,0.188254,295.06956
15187.5,216.65,11693.667197,0.188031,295.06956
15195,216.65,11679.845703,0.187809,295.06956
15202.5,216.65,11666.040546,0.187587,295.06956
15210,216.65,11652.251706,0.187365,295.06956
15217.5,216.65,11638.479163,0.187144,295.06956
15225,216.65,11624.722899,0.186923,295.06956
15232.5,216.65,11610.982895,0.186702,295.06956
15240,216.65,11597.259131,0.186481,295.06956
15247.5,216.65,11583.551588,0.186261,295.06956
15255,216.65,11569.860247,0.186041,295.06956
15262.5,216.65,11556.185088,0.185821,295.06956
15270,216.65,11542.526093,0.185601,295.06956
15277.5,216.65,11528.883242,0.185382,295.06956
15285,216.65,11515.256517,0.185162,295.06956
15292.5,216.65,11501.645898,0.184944,295.06956
15300,216.65,11488.051366,0.184725,295.06956
15307.5,216.65,11474.472903,0.184507,295.06956
15315,216.65,11460.910489,0.184289,295.06956
15322.5,216.65,11447.364105,0.184071,295.06956
15330,216.65,11433.833732,0.183853,295.06956
15337.5,216.65,11420.319352,0.183636,295.06956
15345,216.65,11406.820945,0.183419,295.06956
15352.5,216.65,11393.338493,0.183202,295.06956
15360,216.65,11379.871977,0.182986,295.06956
15367.5,216.65,11366.421377,0.182769,295.06956
15375,216.65,11352.986676,0.182553,295.06956
15382.5,216.65,11339.567854,0.182337,295.06956
15390,216.65,11326.164893,0.182122,295.06956
15397.5,216.65,11312.777774,0.181907,295.06956
15405,216.65,11299.406477,0.181692,295.06956
15412.5,216.65,11286.050985,0.181477,295.06956
15420,216.65,11272.711279,0.181262,295.06956
15427.5,216.65,11259.38734,0.181048,295.06956
15435,216.65,11246.079149,0.180834,295.06956
15442.5,216.65,11232.786688,0.18062,295.06956
15450,216.65,11219.509938,0.180407,295.06956
15457.5,216.65,11206.248881,0.180194,295.06956
15465,216.65,11193.003498,0.179981,295.06956
15472.5,216.65,11179.77377,0.179768,295.06956
15480,216.65,11166.55968,0.179556,295.06956
15487.5,216.65,11153.361208,0.179343,295.06956
15495,216.65,11140.178336,0.179131,295.06956
15502.5,216.65,11127.011046,0.17892,295.06956
15510,216.65,11113.859319,0.178708,295.06956
15517.5,216.65,11100.723137,0.178497,295.06956
15525,216.65,11087.602482,0.178286,295.06956
15532.5,216.65,11074.497335,0.178075,295.06956
15540,216.65,11061.407677,0.177865,295.06956
15547.5,216.65,11048.333491,0.177654,295.06956
15555,216.65,11035.274758,0.177445,295.06956
15562.5,216.65,11022.23146,0.177235,295.06956
15570,216.65,11009.203579,0.177025,295.06956
15577.5,216.65,10996.191097,0.176816,295.06956
15585,216.65,10983.193994,0.176607,295.06956
15592.5,216.65,10970.212254,0.176398,295.06956
15600,216.65,10957.245858,0.17619,295.06956
15607.5,216.65,10944.294787,0.175982,295.06956
15615,216.65,10931.359025,0.175774,295.06956
15622.5,216.65,10918.438552,0.175566,295.06956
15630,216.65,10905.53335,0.175358,295.06956
15637.5,216.65,10892.643402,0.175151,295.06956
15645,216.65,10879.768689,0.174944,295.06956
15652.5,216.65,10866.909194,0.174737,295.06956
15660,216.65,10854.064898,0.174531,295.06956
15667.5,216.65,10841.235784,0.174324,295.06956
15675,216.65,10828.421833,0.174118,295.06956
15682.5,216.65,10815.623028,0.173913,295.06956
15690,216.65,10802.839351,0.173707,295.06956
15697.5,216.65,10790.070783,0.173502,295.06956
15705,216.65,10777.317308,0.173297,295.06956
15712.5,216.65,10764.578906,0.173092,295.06956
15720,216.65,10751.855561,0.172887,295.06956
15727.5,216.65,10739.147255,0.172683,295.06956
15735,216.65,10726.453969,0.172479,295.06956
15742.5,216.65,10713.775686,0.172275,295.06956
15750,216.65,10701.112389,0.172071,295.06956
15757.5,216.65,10688.464059,0.171868,295.06956
15765,216.65,10675.830679,0.171665,295.06956
15772.5,216.65,10663.212231,0.171462,295.06956
15780,216.65,10650.608697,0.171259,295.06956
15787.5,216.65,10638.020061,0.171057,295.06956
15795,216.65,10625.446304,0.170855,295.06956
15802.5,216.65,10612.887409,0.170653,295.06956
15810,216.65,10600.343358,0.170451,295.06956
15817.5,216.65,10587.814133,0.170249,295.06956
15825,216.65,10575.299718,0.170048,295.06956
15832.5,216.65,10562.800094,0.169847,295.06956
15840,216.65,10550.315244,0.169646,295.06956
15847.5,216.65,10537.845151,0.169446,295.06956
15855,216.65,10525.389797,0.169246,295.06956
15862.5,216.65,10512.949165,0.169046,295.06956
15870,216.65,10500.523237,0.168846,295.06956
15877.5,216.65,10488.111996,0.168646,295.06956
15885,216.65,10475.715425,0.168447,295.06956
15892.5,216.65,10463.333506,0.168248,295.06956
15900,216.65,10450.966223,0.168049,295.06956
15907.5,216.65,10438.613556,0.16785,295.06956
15915,216.65,10426.275491,0.167652,295.06956
15922.5,216.65,10413.952008,0.167454,295.06956
15930,216.65,10401.643091,0.167256,295.06956
15937.5,216.65,10389.348723,0.167058,295.06956
15945,216.65,10377.068887,0.166861,295.06956
15952.5,216.65,10364.803565,0.166663,295.06956
15960,216.65,10352.55274,0.166467,295.06956
15967.5,216.65,10340.316395,0.16627,295.06956
15975,216.65,10328.094513,0.166073,295.06956
15982.5,216.65,10315.887077,0.165877,295.06956
15990,216.65,10303.694069,0.165681,295.06956
15997.5,216.65,10291.515473,0.165485,295.06956
16005,216.65,10279.351272,0.165289,295.06956
16012.5,216.65,10267.201449,0.165094,295.06956
16020,216.65,10255.065986,0.164899,295.06956
16027.5,216.65,10242.944867,0.164704,295.06956
16035,216.65,10230.838075,0.164509,295.06956
16042.5,216.65,10218.745592,0.164315,295.06956
16050,216.65,10206.667402,0.164121,295.06956
16057.5,216.65,10194.603489,0.163927,295.06956
16065,216.65,10182.553834,0.163733,295.06956
16072.5,216.65,10170.518422,0.163539,295.06956
16080,216.65,10158.497235,0.163346,295.06956
16087.5,216.65,10146.490256,0.163153,295.06956
16095,216.65,10134.49747,0.16296,295.06956
16102.5,216.65,10122.518858,0.162768,295.06956
16110,216.65,10110.554405,0.162575,295.06956
16117.5,216.65,10098.604094,0.162383,295.06956
16125,216.65,10086.667907,0.162191,295.06956
16132.5,216.65,10074.745828,0.161999,295.06956
16140,216.65,10062.837841,0.161808,295.06956
16147.5,216.65,10050.943929,0.161617,295.06956
16155,216.65,10039.064074,0.161426,295.06956
16162.5,216.65,10027.198262,0.161235,295.06956
16170,216.65,10015.346474,0.161044,295.06956
16177.5,216.65,10003.508695,0.160854,295.06956
16185,216.65,9991.684907,0.160664,295.06956
16192.5,216.65,9979.875095,0.160474,295.06956
16200,216.65,9968.079242,0.160284,295.06956
16207.5,216.65,9956.297331,0.160095,295.06956
16215,216.65,9944.529345,0.159906,295.06956
16222.5,216.65,9932.775269,0.159717,295.06956
16230,216.65,9921.035086,0.159528,295.06956
16237.5,216.65,9909.30878,0.159339,295.06956
16245,216.65,9897.596333,0.159151,295.06956
16252.5,216.65,9885.89773,0.158963,295.06956
16260,216.65,9874.212955,0.158775,295.06956
16267.5,216.65,9862.54199,0.158587,295.06956
16275,216.65,9850.884821,0.1584,295.06956
16282.5,216.65,9839.241429,0.158213,295.06956
16290,216.65,9827.6118,0.158026,295.06956
16297.5,216.65,9815.995916,0.157839,295.06956
16305,216.65,9804.393762,0.157652,295.06956
16312.5,216.65,9792.805321,0.157466,295.06956
16320,216.65,9781.230577,0.15728,295.06956
16327.5,216.65,9769.669515,0.157094,295.06956
16335,216.65,9758.122117,0.156908,295.06956
16342.5,216.65,9746.588367,0.156723,295.06956
16350,216.65,9735.068251,0.156538,295.06956
16357.5,216.65,9723.56175,0.156352,295.06956
16365,216.65,9712.06885,0.156168,295.06956
16372.5,216.65,9700.589534,0.155983,295.06956
16380,216.65,9689.123786,0.155799,295.06956
16387.5,216.65,9677.67159,0.155615,295.06956
16395,216.65,9666.23293,0.155431,295.06956
16402.5,216.65,9654.807791,0.155247,295.06956
16410,216.65,9643.396155,0.155063,295.06956
16417.5,216.65,9631.998008,0.15488,295.06956
16425,216.65,9620.613333,0.154697,295.06956
16432.5,216.65,9609.242114,0.154514,295.06956
16440,216.65,9597.884335,0.154332,295.06956
16447.5,216.65,9586.539981,0.154149,295.06956
16455,216.65,9575.209036,0.153967,295.06956
16462.5,216.65,9563.891483,0.153785,295.06956
16470,216.65,9552.587308,0.153603,295.06956
16477.5,216.65,9541.296493,0.153422,295.06956
16485,216.65,9530.019024,0.15324,295.06956
16492.5,216.65,9518.754884,0.153059,295.06956
16500,216.65,9507.504058,0.152878,295.06956
16507.5,216.65,9496.26653,0.152698,295.06956
16515,216.65,9485.042285,0.152517,295.06956
16522.5,216.65,9473.831306,0.152337,295.06956
16530,216.65,9462.633578,0.152157,295.06956
16537.5,216.65,9451.449086,0.151977,295.06956
16545,216.65,9440.277813,0.151797,295.06956
16552.5,216.65,9429.119744,0.151618,295.06956
16560,216.65,9417.974864,0.151439,295.06956
16567.5,216.65,9406.843156,0.15126,295.06956
16575,216.65,9395.724606,0.151081,295.06956
16582.5,216.65,9384.619197,0.150902,295.06956
16590,216.65,9373.526915,0.150724,295.06956
16597.5,216.65,9362.447744,0.150546,295.06956
16605,216.65,9351.381667,0.150368,295.06956
16612.5,216.65,9340.32867,0.15019,295.06956
16620,216.65,9329.288738,0.150013,295.06956
16627.5,216.65,9318.261854,0.149835,295.06956
16635,216.65,9307.248004,0.149658,295.06956
16642.5,216.65,9296.247171,0.149481,295.06956
16650,216.65,9285.259342,0.149305,295.06956
16657.5,216.65,9274.284499,0.149128,295.06956
16665,216.65,9263.322628,0.148952,295.06956
16672.5,216.65,9252.373714,0.148776,295.06956
16680,216.65,9241.437741,0.1486,295.06956
16687.5,216.65,9230.514694,0.148424,295.06956
16695,216.65,9219.604558,0.148249,295.06956
16702.5,216.65,9208.707317,0.148074,295.06956
16710,216.65,9197.822956,0.147899,295.06956
16717.5,216.65,9186.95146,0.147724,295.06956
16725,216.65,9176.092814,0.147549,295.06956
16732.5,216.65,9165.247003,0.147375,295.06956
16740,216.65,9154.41401,0.147201,295.06956
16747.5,216.65,9143.593822,0.147027,295.06956
16755,216.65,9132.786423,0.146853,295.06956
16762.5,216.65,9121.991798,0.146679,295.06956
16770,216.65,9111.209932,0.146506,295.06956
16777.5,216.65,9100.44081,0.146333,295.06956
16785,216.65,9089.684416,0.14616,295.06956
16792.5,216.65,9078.940736,0.145987,295.06956
16800,216.65,9068.209755,0.145815,295.06956
16807.5,216.65,9057.491457,0.145642,295.06956
16815,216.65,9046.785828,0.14547,295.06956
16822.5,216.65,9036.092852,0.145298,295.06956
16830,216.65,9025.412516,0.145126,295.06956
16837.5,216.65,9014.744803,0.144955,295.06956
16845,216.65,9004.089699,0.144784,295.06956
16852.5,216.65,8993.447188,0.144612,295.06956
16860,216.65,8982.817257,0.144441,295.06956
16867.5,216.65,8972.19989,0.144271,295.06956
16875,216.65,8961.595073,0.1441,295.06956
16882.5,216.65,8951.00279,0.14393,295.06956
16890,216.65,8940.423027,0.14376,295.06956
16897.5,216.65,8929.855768,0.14359,295.06956
16905,216.65,8919.301,0.14342,295.06956
16912.5,216.65,8908.758707,0.143251,295.06956
16920,216.65,8898.228875,0.143081,295.06956
16927.5,216.65,8887.711488,0.142912,295.06956
16935,216.65,8877.206533,0.142743,295.06956
16942.5,216.65,8866.713994,0.142575,295.06956
16950,216.65,8856.233857,0.142406,295.06956
16957.5,216.65,8845.766107,0.142238,295.06956
16965,216.65,8835.31073,0.14207,295.06956
16972.5,216.65,8824.86771,0.141902,295.06956
16980,216.65,8814.437034,0.141734,295.06956
16987.5,216.65,8804.018687,0.141566,295.06956
16995,216.65,8793.612653,0.141399,295.06956
17002.5,216.65,8783.218919,0.141232,295.06956
17010,216.65,8772.837471,0.141065,295.06956
17017.5,216.65,8762.468292,0.140898,295.06956
17025,216.65,8752.11137,0.140732,295.06956
17032.5,216.65,8741.766689,0.140565,295.06956
17040,216.65,8731.434235,0.140399,295.06956
17047.5,216.65,8721.113994,0.140233,295.06956
17055,216.65,8710.805951,0.140068,295.06956
17062.5,216.65,8700.510092,0.139902,295.06956
17070,216.65,8690.226402,0.139737,295.06956
17077.5,216.65,8679.954867,0.139572,295.06956
17085,216.65,8669.695472,0.139407,295.06956
17092.5,216.65,8659.448204,0.139242,295.06956
17100,216.65,8649.213048,0.139077,295.06956
17107.5,216.65,8638.989989,0.138913,295.06956
17115,216.65,8628.779014,0.138749,295.06956
17122.5,216.65,8618.580107,0.138585,295.06956
17130,216.65,8608.393256,0.138421,295.06956
17137.5,216.65,8598.218445,0.138257,295.06956
17145,216.65,8588.05566,0.138094,295.06956
17152.5,216.65,8577.904887,0.137931,295.06956
17160,216.65,8567.766112,0.137768,295.06956
17167.5,216.65,8557.63932,0.137605,295.06956
17175,216.65,8547.524499,0.137442,295.06956
17182.5,216.65,8537.421632,0.13728,295.06956
17190,216.65,8527.330707,0.137117,295.06956
17197.5,216.65,8517.251709,0.136955,295.06956
17205,216.65,8507.184624,0.136793,295.06956
17212.5,216.65,8497.129437,0.136632,295.06956
17220,216.65,8487.086136,0.13647,295.06956
17227.5,216.65,8477.054705,0.136309,295.06956
17235,216.65,8467.035132,0.136148,295.06956
17242.5,216.65,8457.027401,0.135987,295.06956
17250,216.65,8447.031499,0.135826,295.06956
17257.5,216.65,8437.047411,0.135666,295.06956
17265,216.65,8427.075125,0.135505,295.06956
17272.5,216.65,8417.114625,0.135345,295.06956
17280,216.65,8407.165898,0.135185,295.06956
17287.5,216.65,8397.228931,0.135025,295.06956
17295,216.65,8387.303708,0.134866,295.06956
17302.5,216.65,8377.390217,0.134706,295.06956
17310,216.65,8367.488443,0.134547,295.06956
17317.5,216.65,8357.598372,0.134388,295.06956
17325,216.65,8347.719992,0.134229,295.06956
17332.5,216.65,8337.853287,0.134071,295.06956
17340,216.65,8327.998244,0.133912,295.06956
17347.5,216.65,8318.15485,0.133754,295.06956
17355,216.65,8308.32309,0.133596,295.06956
17362.5,216.65,8298.502951,0.133438,295.06956
17370,216.65,8288.694419,0.13328,295.06956
17377.5,216.65,8278.897481,0.133123,295.06956
17385,216.65,8269.112122,0.132965,295.06956
17392.5,216.65,8259.338328,0.132808,295.06956
17400,216.65,8249.576088,0.132651,295.06956
17407.5,216.65,8239.825385,0.132494,295.06956
17415,216.65,8230.086208,0.132338,295.06956
17422.5,216.65,8220.358542,0.132181,295.06956
17430,216.65,8210.642374,0.132025,295.06956
17437.5,216.65,8200.93769,0.131869,295.06956
17445,216.65,8191.244477,0.131713,295.06956
17452.5,216.65,8181.562721,0.131558,295.06956
17460,216.65,8171.892408,0.131402,295.06956
17467.5,216.65,8162.233525,0.131247,295.06956
17475,216.65,8152.586059,0.131092,295.06956
17482.5,216.65,8142.949995,0.130937,295.06956
17490,216.65,8133.325321,0.130782,295.06956
17497.5,216.65,8123.712023,0.130627,295.06956
17505,216.65,8114.110088,0.130473,295.06956
17512.5,216.65,8104.519501,0.130319,295.06956
17520,216.65,8094.940251,0.130165,295.06956
17527.5,216.65,8085.372323,0.130011,295.06956
17535,216.65,8075.815703,0.129857,295.06956
17542.5,216.65,8066.27038,0.129704,295.06956
17550,216.65,8056.736338,0.12955,295.06956
17557.5,216.65,8047.213566,0.129397,295.06956
17565,216.65,8037.702049,0.129244,295.06956
17572.5,216.65,8028.201774,0.129092,295.06956
17580,216.65,8018.712728,0.128939,295.06956
17587.5,216.65,8009.234898,0.128787,295.06956
17595,216.65,7999.768271,0.128634,295.06956
17602.5,216.65,7990.312833,0.128482,295.06956
17610,216.65,7980.86857,0.12833,295.06956
17617.5,216.65,7971.435471,0.128179,295.06956
17625,216.65,7962.013521,0.128027,295.06956
17632.5,216.65,7952.602707,0.127876,295.06956
17640,216.65,7943.203017,0.127725,295.06956
17647.5,216.65,7933.814436,0.127574,295.06956
17655,216.65,7924.436953,0.127423,295.06956
17662.5,216.65,7915.070554,0.127272,295.06956
17670,216.65,7905.715225,0.127122,295.06956
17677.5,216.65,7896.370954,0.126972,295.06956
17685,216.65,7887.037728,0.126822,295.06956
17692.5,216.65,7877.715533,0.126672,295.06956
17700,216.65,7868.404356,0.126522,295.06956
17707.5,216.65,7859.104185,0.126372,295.06956
17715,216.65,7849.815007,0.126223,295.06956
17722.5,216.65,7840.536808,0.126074,295.06956
17730,216.65,7831.269576,0.125925,295.06956
17737.5,216.65,7822.013297,0.125776,295.06956
17745,216.65,7812.767958,0.125627,295.06956
17752.5,216.65,7803.533548,0.125479,295.06956
17760,216.65,7794.310052,0.125331,295.06956
17767.5,216.65,7785.097457,0.125182,295.06956
17775,216.65,7775.895752,0.125034,295.06956
17782.5,216.65,7766.704923,0.124887,295.06956
17790,216.65,7757.524957,0.124739,295.06956
17797.5,216.65,7748.355842,0.124592,295.06956
17805,216.65,7739.197564,0.124444,295.06956
17812.5,216.65,7730.050111,0.124297,295.06956
17820,216.65,7720.91347,0.12415,295.06956
17827.5,216.65,7711.787628,0.124004,295.06956
17835,216.65,7702.672572,0.123857,295.06956
17842.5,216.65,7693.56829,0.123711,295.06956
17850,216.65,7684.474769,0.123564,295.06956
17857.5,216.65,7675.391997,0.123418,295.06956
17865,216.65,7666.319959,0.123273,295.06956
17872.5,216.65,7657.258645,0.123127,295.06956
17880,216.65,7648.208041,0.122981,295.06956
17887.5,216.65,7639.168134,0.122836,295.06956
17895,216.65,7630.138912,0.122691,295.06956
17902.5,216.65,7621.120362,0.122546,295.06956
17910,216.65,7612.112472,0.122401,295.06956
17917.5,216.65,7603.115229,0.122256,295.06956
17925,216.65,7594.12862,0.122112,295.06956
17932.5,216.65,7585.152633,0.121967,295.06956
17940,216.65,7576.187256,0.121823,295.06956
17947.5,216.65,7567.232475,0.121679,295.06956
17955,216.65,7558.288278,0.121535,295.06956
17962.5,216.65,7549.354653,0.121392,295.06956
17970,216.65,7540.431588,0.121248,295.06956
17977.5,216.65,7531.519069,0.121105,295.06956
17985,216.65,7522.617084,0.120962,295.06956
17992.5,216.65,7513.725621,0.120819,295.06956
18000,216.65,7504.844668,0.120676,295.06956
18007.5,216.65,7495.974212,0.120533,295.06956
18015,216.65,7487.11424,0.120391,295.06956
18022.5,216.65,7478.26474,0.120249,295.06956
18030,216.65,7469.4257,0.120107,295.06956
18037.5,216.65,7460.597108,0.119965,295.06956
18045,216.65,7451.77895,0.119823,295.06956
18052.5,216.65,7442.971216,0.119681,295.06956
18060,216.65,7434.173891,0.11954,295.06956
18067.5,216.65,7425.386965,0.119398,295.06956
18075,216.65,7416.610425,0.119257,295.06956
18082.5,216.65,7407.844258,0.119116,295.06956
18090,216.65,7399.088453,0.118976,295.06956
18097.5,216.65,7390.342996,0.118835,295.06956
18105,216.65,7381.607877,0.118694,295.06956
18112.5,216.65,7372.883082,0.118554,295.06956
18120,216.65,7364.168599,0.118414,295.06956
18127.5,216.65,7355.464417,0.118274,295.06956
18135,216.65,7346.770522,0.118134,295.06956
