Altitude,Temperature,Pressure,Density,Speed_of_sound
4275,260.3625,59463.00118,0.795621,323.470202
4282.5,260.31375,59404.506671,0.794988,323.439917
4290,260.265,59346.058765,0.794354,323.40963
4297.5,260.21625,59287.657433,0.793721,323.37934
4305,260.1675,59229.302647,0.793089,323.349047
4312.5,260.11875,59170.994378,0.792456,323.318751
4320,260.07,59112.732598,0.791824,323.288452
4327.5,260.02125,59054.517278,0.791193,323.25815
4335,259.9725,58996.348391,0.790562,323.227846
4342.5,259.92375,58938.225907,0.789931,323.197539
4350,259.875,58880.149799,0.789301,323.167229
4357.5,259.82625,58822.120037,0.788671,323.136916
4365,259.7775,58764.136595,0.788041,323.1066
4372.5,259.72875,58706.199444,0.787412,323.076281
4380,259.68,58648.308554,0.786783,323.04596
4387.5,259.63125,58590.463899,0.786155,323.015636
4395,259.5825,58532.665449,0.785527,322.985309
4402.5,259.53375,58474.913177,0.784899,322.954979
4410,259.485,58417.207055,0.784272,322.924646
4417.5,259.43625,58359.547053,0.783645,322.89431
4425,259.3875,58301.933144,0.783018,322.863971
4432.5,259.33875,58244.3653,0.782392,322.83363
4440,259.29,58186.843493,0.781767,322.803286
4447.5,259.24125,58129.367694,0.781141,322.772939
4455,259.1925,58071.937875,0.780516,322.742589
4462.5,259.14375,58014.554008,0.779892,322.712236
4470,259.095,57957.216065,0.779268,322.68188
4477.5,259.04625,57899.924018,0.778644,322.651522
4485,258.9975,57842.677838,0.77802,322.62116
4492.5,258.94875,57785.477498,0.777397,322.590796
4500,258.9,57728.32297,0.776775,322.560429
4507.5,258.85125,57671.214225,0.776152,322.530059
4515,258.8025,57614.151235,0.77553,322.499686
4522.5,258.75375,57557.133973,0.774909,322.469311
4530,258.705,57500.16241,0.774288,322.438932
4537.5,258.65625,57443.236518,0.773667,322.408551
4545,258.6075,57386.356269,0.773047,322.378166
4552.5,258.55875,57329.521636,0.772427,322.347779
4560,258.51,57272.732589,0.771807,322.317389
4567.5,258.46125,57215.989102,0.771188,322.286996
4575,258.4125,57159.291147,0.770569,322.256601
4582.5,258.36375,57102.638694,0.76995,322.226202
4590,258.315,57046.031717,0.769332,322.195801
4597.5,258.26625,56989.470188,0.768714,322.165396
4605,258.2175,56932.954078,0.768097,322.134989
4612.5,258.16875,56876.483359,0.76748,322.104579
4620,258.12,56820.058005,0.766864,322.074166
4627.5,258.07125,56763.677986,0.766247,322.04375
4635,258.0225,56707.343275,0.765632,322.013332
4642.5,257.97375,56651.053844,0.765016,321.98291
4650,257.925,56594.809666,0.764401,321.952486
4657.5,257.87625,56538.610712,0.763786,321.922058
4665,257.8275,56482.456954,0.763172,321.891628
4672.5,257.77875,56426.348366,0.762558,321.861195
4680,257.73,56370.284918,0.761945,321.830759
4687.5,257.68125,56314.266584,0.761331,321.80032
4695,257.6325,56258.293335,0.760719,321.769879
4702.5,257.58375,56202.365143,0.760106,321.739434
4710,257.535,56146.481982,0.759494,321.708987
4717.5,257.48625,56090.643823,0.758882,321.678536
4725,257.4375,56034.850638,0.758271,321.648083
4732.5,257.38875,55979.102399,0.75766,321.617627
4740,257.34,55923.39908,0.75705,321.587168
4747.5,257.29125,55867.740652,0.756439,321.556706
4755,257.2425,55812.127088,0.75583,321.526241
4762.5,257.19375,55756.55836,0.75522,321.495774
4770,257.145,55701.03444,0.754611,321.465303
4777.5,257.09625,55645.555301,0.754003,321.43483
4785,257.0475,55590.120915,0.753394,321.404353
4792.5,256.99875,55534.731254,0.752786,321.373874
4800,256.95,55479.386291,0.752179,321.343392
4807.5,256.90125,55424.085998,0.751572,321.312907
4815,256.8525,55368.830347,0.750965,321.282419
4822.5,256.80375,55313.619312,0.750359,321.251929
4830,256.755,55258.452864,0.749752,321.221435
4837.5,256.70625,55203.330976,0.749147,321.190938
4845,256.6575,55148.253621,0.748542,321.160439
4852.5,256.60875,55093.22077,0.747937,321.129937
4860,256.56,55038.232397,0.747332,321.099431
4867.5,256.51125,54983.288473,0.746728,321.068923
4875,256.4625,54928.388972,0.746124,321.038412
4882.5,256.41375,54873.533865,0.745521,321.007898
4890,256.365,54818.723126,0.744918,320.977381
4897.5,256.31625,54763.956727,0.744315,320.946862
4905,256.2675,54709.23464,0.743713,320.916339
4912.5,256.21875,54654.556839,0.743111,320.885813
4920,256.17,54599.923295,0.742509,320.855285
4927.5,256.12125,54545.333981,0.741908,320.824753
4935,256.0725,54490.78887,0.741307,320.794219
4942.5,256.02375,54436.287934,0.740707,320.763682
4950,255.975,54381.831146,0.740107,320.733142
4957.5,255.92625,54327.418479,0.739507,320.702599
4965,255.8775,54273.049906,0.738908,320.672053
4972.5,255.82875,54218.725398,0.738309,320.641504
4980,255.78,54164.444929,0.73771,320.610953
4987.5,255.73125,54110.208471,0.737112,320.580398
4995,255.6825,54056.015997,0.736514,320.54984
5002.5,255.63375,54001.867481,0.735917,320.51928
5010,255.585,53947.762893,0.73532,320.488717
5017.5,255.53625,53893.702208,0.734723,320.45815
5025,255.4875,53839.685397,0.734127,320.427581
5032.5,255.43875,53785.712434,0.733531,320.397009
5040,255.39,53731.783292,0.732935,320.366434
5047.5,255.34125,53677.897943,0.73234,320.335856
5055,255.2925,53624.05636,0.731745,320.305275
5062.5,255.24375,53570.258516,0.73115,320.274691
5070,255.195,53516.504383,0.730556,320.244105
5077.5,255.14625,53462.793935,0.729963,320.213515
5085,255.0975,53409.127144,0.729369,320.182922
5092.5,255.04875,53355.503983,0.728776,320.152327
5100,255,53301.924425,0.728183,320.121728
5107.5,254.95125,53248.388443,0.727591,320.091127
5115,254.9025,53194.89601,0.726999,320.060523
5122.5,254.85375,53141.447098,0.726408,320.029916
5130,254.805,53088.041681,0.725817,319.999306
5137.5,254.75625,53034.679731,0.725226,319.968692
5145,254.7075,52981.361222,0.724635,319.938077
5152.5,254.65875,52928.086126,0.724045,319.907458
5160,254.61,52874.854417,0.723456,319.876836
5167.5,254.56125,52821.666066,0.722866,319.846211
5175,254.5125,52768.521048,0.722277,319.815583
5182.5,254.46375,52715.419335,0.721689,319.784953
5190,254.415,52662.3609,0.7211,319.754319
5197.5,254.36625,52609.345716,0.720512,319.723683
5205,254.3175,52556.373757,0.719925,319.693043
5212.5,254.26875,52503.444995,0.719338,319.662401
5220,254.22,52450.559403,0.718751,319.631755
5227.5,254.17125,52397.716954,0.718165,319.601107
5235,254.1225,52344.917622,0.717579,319.570456
5242.5,254.07375,52292.16138,0.716993,319.539802
5250,254.025,52239.4482,0.716408,319.509145
5257.5,253.97625,52186.778056,0.715823,319.478485
5265,253.9275,52134.15092,0.715238,319.447822
5272.5,253.87875,52081.566767,0.714654,319.417156
5280,253.83,52029.025569,0.71407,319.386487
5287.5,253.78125,51976.527299,0.713487,319.355815
5295,253.7325,51924.07193,0.712903,319.325141
5302.5,253.68375,51871.659436,0.712321,319.294463
5310,253.635,51819.28979,0.711738,319.263782
5317.5,253.58625,51766.962964,0.711156,319.233099
5325,253.5375,51714.678933,0.710575,319.202412
5332.5,253.48875,51662.437669,0.709993,319.171723
5340,253.44,51610.239146,0.709412,319.14103
5347.5,253.39125,51558.083337,0.708832,319.110335
5355,253.3425,51505.970215,0.708252,319.079637
5362.5,253.29375,51453.899753,0.707672,319.048935
5370,253.245,51401.871925,0.707092,319.018231
5377.5,253.19625,51349.886704,0.706513,318.987524
5385,253.1475,51297.944063,0.705935,318.956814
5392.5,253.09875,51246.043975,0.705356,318.926101
5400,253.05,51194.186415,0.704778,318.895385
5407.5,253.00125,51142.371355,0.7042,318.864666
5415,252.9525,51090.598768,0.703623,318.833944
5422.5,252.90375,51038.868629,0.703046,318.803219
5430,252.855,50987.180909,0.70247,318.772491
5437.5,252.80625,50935.535583,0.701893,318.74176
5445,252.7575,50883.932625,0.701318,318.711026
5452.5,252.70875,50832.372007,0.700742,318.680289
5460,252.66,50780.853703,0.700167,318.649549
5467.5,252.61125,50729.377686,0.699592,318.618807
5475,252.5625,50677.94393,0.699018,318.588061
5482.5,252.51375,50626.552408,0.698444,318.557312
5490,252.465,50575.203094,0.69787,318.526561
5497.5,252.41625,50523.895961,0.697297,318.495806
5505,252.3675,50472.630983,0.696724,318.465049
5512.5,252.31875,50421.408132,0.696151,318.434288
5520,252.27,50370.227384,0.695579,318.403525
5527.5,252.22125,50319.088711,0.695007,318.372758
5535,252.1725,50267.992086,0.694436,318.341989
5542.5,252.12375,50216.937484,0.693864,318.311216
5550,252.075,50165.924877,0.693294,318.280441
5557.5,252.02625,50114.95424,0.692723,318.249662
5565,251.9775,50064.025546,0.692153,318.218881
5572.5,251.92875,50013.138768,0.691583,318.188097
5580,251.88,49962.293881,0.691014,318.157309
5587.5,251.83125,49911.490857,0.690445,318.126519
5595,251.7825,49860.729671,0.689876,318.095726
5602.5,251.73375,49810.010296,0.689308,318.06493
5610,251.685,49759.332705,0.68874,318.03413
5617.5,251.63625,49708.696873,0.688172,318.003328
5625,251.5875,49658.102773,0.687605,317.972523
5632.5,251.53875,49607.550378,0.687038,317.941715
5640,251.49,49557.039663,0.686472,317.910903
5647.5,251.44125,49506.570601,0.685906,317.880089
5655,251.3925,49456.143166,0.68534,317.849272
5662.5,251.34375,49405.757331,0.684774,317.818452
5670,251.295,49355.413071,0.684209,317.787629
5677.5,251.24625,49305.110359,0.683645,317.756803
5685,251.1975,49254.849168,0.68308,317.725974
5692.5,251.14875,49204.629473,0.682516,317.695142
5700,251.1,49154.451247,0.681953,317.664306
5707.5,251.05125,49104.314465,0.681389,317.633468
5715,251.0025,49054.219099,0.680826,317.602627
5722.5,250.95375,49004.165125,0.680264,317.571783
5730,250.905,48954.152514,0.679702,317.540936
5737.5,250.85625,48904.181243,0.67914,317.510086
5745,250.8075,48854.251283,0.678578,317.479233
5752.5,250.75875,48804.36261,0.678017,317.448377
5760,250.71,48754.515197,0.677456,317.417518
5767.5,250.66125,48704.709018,0.676896,317.386656
5775,250.6125,48654.944046,0.676336,317.355791
5782.5,250.56375,48605.220257,0.675776,317.324923
5790,250.515,48555.537623,0.675217,317.294052
5797.5,250.46625,48505.896119,0.674658,317.263178
5805,250.4175,48456.295718,0.674099,317.2323
5812.5,250.36875,48406.736395,0.673541,317.20142
5820,250.32,48357.218123,0.672983,317.170537
5827.5,250.27125,48307.740877,0.672425,317.139651
5835,250.2225,48258.30463,0.671868,317.108762
5842.5,250.17375,48208.909357,0.671311,317.07787
5850,250.125,48159.555031,0.670754,317.046975
5857.5,250.07625,48110.241626,0.670198,317.016077
5865,250.0275,48060.969118,0.669642,316.985176
5872.5,249.97875,48011.737478,0.669087,316.954271
5880,249.93,47962.546683,0.668532,316.923364
5887.5,249.88125,47913.396705,0.667977,316.892454
5895,249.8325,47864.287519,0.667422,316.861541
5902.5,249.78375,47815.219099,0.666868,316.830625
5910,249.735,47766.191419,0.666315,316.799705
5917.5,249.68625,47717.204453,0.665761,316.768783
5925,249.6375,47668.258175,0.665208,316.737858
5932.5,249.58875,47619.35256,0.664655,316.70693
5940,249.54,47570.487581,0.664103,316.675998
5947.5,249.49125,47521.663213,0.663551,316.645064
5955,249.4425,47472.87943,0.663,316.614127
5962.5,249.39375,47424.136206,0.662448,316.583186
5970,249.345,47375.433515,0.661897,316.552243
5977.5,249.29625,47326.771331,0.661347,316.521296
5985,249.2475,47278.14963,0.660797,316.490347
5992.5,249.19875,47229.568384,0.660247,316.459394
6000,249.15,47181.027568,0.659697,316.428439
6007.5,249.10125,47132.527157,0.659148,316.39748
6015,249.0525,47084.067125,0.658599,316.366519
6022.5,249.00375,47035.647445,0.658051,316.335554
6030,248.955,46987.268093,0.657503,316.304587
6037.5,248.90625,46938.929042,0.656955,316.273616
6045,248.8575,46890.630268,0.656407,316.242642
6052.5,248.80875,46842.371743,0.65586,316.211665
6060,248.76,46794.153443,0.655314,316.180686
6067.5,248.71125,46745.975342,0.654767,316.149703
6075,248.6625,46697.837414,0.654221,316.118717
6082.5,248.61375,46649.739634,0.653675,316.087728
6090,248.565,46601.681975,0.65313,316.056736
6097.5,248.51625,46553.664413,0.652585,316.025741
6105,248.4675,46505.686922,0.652041,315.994743
6112.5,248.41875,46457.749476,0.651496,315.963742
6120,248.37,46409.852049,0.650952,315.932738
6127.5,248.32125,46361.994617,0.650409,315.901731
6135,248.2725,46314.177153,0.649865,315.870721
6142.5,248.22375,46266.399632,0.649323,315.839708
6150,248.175,46218.662028,0.64878,315.808691
6157.5,248.12625,46170.964316,0.648238,315.777672
6165,248.0775,46123.306471,0.647696,315.74665
6172.5,248.02875,46075.688467,0.647154,315.715624
6180,247.98,46028.110278,0.646613,315.684596
6187.5,247.93125,45980.571879,0.646072,315.653564
6195,247.8825,45933.073244,0.645532,315.62253
6202.5,247.83375,45885.614348,0.644992,315.591492
6210,247.785,45838.195166,0.644452,315.560452
6217.5,247.73625,45790.815672,0.643913,315.529408
6225,247.6875,45743.475841,0.643374,315.498361
6232.5,247.63875,45696.175647,0.642835,315.467311
6240,247.59,45648.915065,0.642296,315.436259
6247.5,247.54125,45601.69407,0.641758,315.405203
6255,247.4925,45554.512636,0.641221,315.374144
6262.5,247.44375,45507.370738,0.640683,315.343082
6270,247.395,45460.26835,0.640146,315.312016
6277.5,247.34625,45413.205447,0.63961,315.280948
6285,247.2975,45366.182004,0.639073,315.249877
6292.5,247.24875,45319.197995,0.638537,315.218803
6300,247.2,45272.253396,0.638002,315.187725
6307.5,247.15125,45225.348181,0.637466,315.156645
6315,247.1025,45178.482324,0.636931,315.125561
6322.5,247.05375,45131.6558,0.636397,315.094475
6330,247.005,45084.868585,0.635862,315.063385
6337.5,246.95625,45038.120652,0.635329,315.032293
6345,246.9075,44991.411977,0.634795,315.001197
6352.5,246.85875,44944.742534,0.634262,314.970098
6360,246.81,44898.112299,0.633729,314.938996
6367.5,246.76125,44851.521245,0.633196,314.907891
6375,246.7125,44804.969348,0.632664,314.876783
6382.5,246.66375,44758.456583,0.632132,314.845672
6390,246.615,44711.982924,0.631601,314.814558
6397.5,246.56625,44665.548346,0.631069,314.783441
6405,246.5175,44619.152825,0.630539,314.75232
6412.5,246.46875,44572.796334,0.630008,314.721197
6420,246.42,44526.478849,0.629478,314.69007
6427.5,246.37125,44480.200345,0.628948,314.658941
6435,246.3225,44433.960797,0.628419,314.627808
6442.5,246.27375,44387.760179,0.627889,314.596672
6450,246.225,44341.598466,0.627361,314.565534
6457.5,246.17625,44295.475634,0.626832,314.534392
6465,246.1275,44249.391657,0.626304,314.503247
6472.5,246.07875,44203.346511,0.625776,314.472099
6480,246.03,44157.34017,0.625249,314.440947
6487.5,245.98125,44111.372608,0.624722,314.409793
6495,245.9325,44065.443802,0.624195,314.378636
6502.5,245.88375,44019.553727,0.623669,314.347475
6510,245.835,43973.702356,0.623143,314.316312
6517.5,245.78625,43927.889666,0.622617,314.285145
6525,245.7375,43882.115631,0.622091,314.253976
6532.5,245.68875,43836.380226,0.621566,314.222803
6540,245.64,43790.683427,0.621042,314.191627
6547.5,245.59125,43745.025208,0.620517,314.160448
6555,245.5425,43699.405544,0.619993,314.129266
6562.5,245.49375,43653.824411,0.61947,314.098081
6570,245.445,43608.281784,0.618946,314.066893
6577.5,245.39625,43562.777637,0.618423,314.035701
6585,245.3475,43517.311947,0.6179,314.004507
6592.5,245.29875,43471.884687,0.617378,313.973309
6600,245.25,43426.495834,0.616856,313.942109
6607.5,245.20125,43381.145362,0.616334,313.910905
6615,245.1525,43335.833247,0.615813,313.879698
6622.5,245.10375,43290.559463,0.615292,313.848488
6630,245.055,43245.323986,0.614771,313.817275
6637.5,245.00625,43200.126791,0.614251,313.786059
6645,244.9575,43154.967853,0.613731,313.75484
6652.5,244.90875,43109.847148,0.613211,313.723617
6660,244.86,43064.764651,0.612692,313.692392
6667.5,244.81125,43019.720336,0.612173,313.661163
6675,244.7625,42974.71418,0.611655,313.629931
6682.5,244.71375,42929.746157,0.611136,313.598697
6690,244.665,42884.816244,0.610618,313.567459
6697.5,244.61625,42839.924414,0.610101,313.536218
6705,244.5675,42795.070643,0.609583,313.504973
6712.5,244.51875,42750.254907,0.609066,313.473726
6720,244.47,42705.477181,0.60855,313.442476
6727.5,244.42125,42660.737441,0.608033,313.411222
6735,244.3725,42616.035661,0.607518,313.379966
6742.5,244.32375,42571.371817,0.607002,313.348706
6750,244.275,42526.745885,0.606487,313.317443
6757.5,244.22625,42482.157839,0.605972,313.286177
6765,244.1775,42437.607655,0.605457,313.254908
6772.5,244.12875,42393.095309,0.604943,313.223636
6780,244.08,42348.620776,0.604429,313.192361
6787.5,244.03125,42304.184032,0.603915,313.161082
6795,243.9825,42259.785051,0.603402,313.129801
6802.5,243.93375,42215.423809,0.602889,313.098516
6810,243.885,42171.100282,0.602376,313.067228
6817.5,243.83625,42126.814445,0.601864,313.035937
6825,243.7875,42082.566274,0.601352,313.004643
6832.5,243.73875,42038.355744,0.600841,312.973346
6840,243.69,41994.182831,0.600329,312.942045
6847.5,243.64125,41950.04751,0.599818,312.910742
6855,243.5925,41905.949756,0.599308,312.879435
6862.5,243.54375,41861.889546,0.598797,312.848126
6870,243.495,41817.866854,0.598287,312.816813
6877.5,243.44625,41773.881657,0.597778,312.785497
6885,243.3975,41729.93393,0.597269,312.754178
6892.5,243.34875,41686.023648,0.59676,312.722855
6900,243.3,41642.150787,0.596251,312.69153
6907.5,243.25125,41598.315322,0.595743,312.660201
6915,243.2025,41554.51723,0.595235,312.62887
6922.5,243.15375,41510.756486,0.594727,312.597535
6930,243.105,41467.033065,0.59422,312.566197
6937.5,243.05625,41423.346943,0.593713,312.534856
6945,243.0075,41379.698096,0.593206,312.503511
6952.5,242.95875,41336.086499,0.5927,312.472164
6960,242.91,41292.512129,0.592194,312.440813
6967.5,242.86125,41248.97496,0.591688,312.40946
6975,242.8125,41205.474969,0.591183,312.378103
6982.5,242.76375,41162.012131,0.590678,312.346743
6990,242.715,41118.586422,0.590173,312.31538
6997.5,242.66625,41075.197818,0.589669,312.284013
7005,242.6175,41031.846294,0.589165,312.252644
7012.5,242.56875,40988.531826,0.588661,312.221271
7020,242.52,40945.25439,0.588158,312.189896
7027.5,242.47125,40902.013962,0.587655,312.158517
7035,242.4225,40858.810517,0.587152,312.127135
7042.5,242.37375,40815.644031,0.58665,312.09575
7050,242.325,40772.514481,0.586148,312.064361
7057.5,242.27625,40729.421841,0.585646,312.03297
7065,242.2275,40686.366088,0.585145,312.001575
7072.5,242.17875,40643.347198,0.584644,311.970177
